artist,song_name
Baby Keem,family ties (with Kendrick Lamar)
Bru-C,Streetside
KSI,The Moment
KSI,Number 2 (feat. Future & 21 Savage)
Billie Eilish,Oxytocin
Billie Eilish,Getting Older
Kanye West,24
Bruno Mars,Skate
Kanye West,Junya
Kanye West,Remote Control
Kanye West,Pure Souls
Billie Eilish,Billie Bossa Nova
ABBA,Dancing Queen
Billie Eilish,Happier Than Ever - Edit
Fredo,Wandsworth to Bullingdon (feat. Headie One)
Brent Faiyaz,Wasting Time ( feat. Drake & The Neptunes )
Billie Eilish,I Didn't Change My Number
Krept & Konan,Olé (We Are England) (feat. Morrisson)
Lil Nas X,SCOOP (feat. Doja Cat)
Kanye West,Jesus Lord
Fredo,Talk of the Town
Doja Cat,I Don't Do Drugs (feat. Ariana Grande)
CKay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix
Maisie Peters,Psycho
Kanye West,Keep My Spirit Alive
Skepta,Nirvana
Bring Me The Horizon,DiE4u
Kanye West,New Again
Drake,The Remorse
Little Mix,Love (Sweet Love)
Billie Eilish,Male Fantasy
D-Block Europe,Kevin McCallister
Kanye West,Come to Life
Ewan McVicar,Tell Me Something Good
Coldplay,My Universe
Billie Eilish,Bored
Charli XCX,Good Ones
Becky Hill,Remember - Acoustic
Normani,Wild Side (feat. Cardi B)
Tion Wayne,Who's True
Smiley,Over The Top (feat. Drake)
Skrillex,Don’t Go (with Justin Bieber & Don Toliver)
Nessa Barrett,i hope ur miserable until ur dead
Kanye West,Donda
ABBA,I Still Have Faith In You
"Tyler, The Creator",JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams)
Billie Eilish,Halley's Comet
"Tyler, The Creator",CORSO
"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg)
"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne)
Headie One,Pound Signs
KSI,Madness
Kanye West,Lord I Need You
"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama)
Billie Eilish,GOLDWING
KSI,You
Pop Smoke,Tell The Vision (feat. Kanye West & Pusha T)
Lorde,Mood Ring
"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues)
Kanye West,Donda Chant
KSI,Silly (feat. Bugzy Malone)
Kanye West,Jail pt 2
D-Block Europe,Lake 29
KSI,No Pressure
"Tyler, The Creator",MASSA
Lil Nas X,DEAD RIGHT NOW
Fredo,Flowers and the Snow
KSI,Sleeping With the Enemy (feat. S-X)
Lil Nas X,DOLLA SIGN SLIME (feat. Megan Thee Stallion)
Pop Smoke,Bout A Million (feat. 42 Dugg & 21 Savage)
Billie Eilish,OverHeated
Kanye West,Tell The Vision
"Tyler, The Creator",RUNITUP (feat. Teezo Touchdown)
Lil Nas X,TALES OF DOMINICA
Lil Nas X,LOST IN THE CITADEL
Lil Nas X,ONE OF ME (feat. Elton John)
Billie Eilish,Everybody Dies
Kanye West,Ok Ok pt 2
Canking,lemme land?
KSI,SWERVE
Billie Eilish,Not My Responsibility
Aitch,Party Round My Place (feat. Avelino & Toddla T)
Arz,Alone with You
"Tyler, The Creator",MANIFESTO (feat. Domo Genesis)
KSI,Rent Free (feat. GRACEY)
Gala,Freed from Desire
CORPSE,HOT DEMON B!TCHES NEAR U ! ! !
Doja Cat,Naked
Swarmz,Payslips (feat. Bugzy Malone & M24)
Tobi & Manny,Rhythm & Vibes
KSI,Flash It (feat. Rico Love)
Aitch,GSD
Headie One,2 Chains
Halsey,"I am not a woman, I'm a god"
Trippie Redd,Matt Hardy 999 (feat. Juice WRLD)
Doja Cat,Payday (feat. Young Thug)
Pop Smoke,Manslaughter (feat. Rick Ross & The-Dream)
"Tyler, The Creator",WILSHIRE
Doja Cat,Been Like This
Kanye West,Junya pt 2
The Kid LAROI,STILL CHOSE YOU (feat. Mustard)
Lil Nas X,DONT WANT IT
ABBA,Gimme! Gimme! Gimme! (A Man After Midnight)
M1llionz,Provisional Licence
"Tyler, The Creator",RISE! (feat. DAISY WORLD)
My Chemical Romance,Teenagers
Lil Nas X,AM I DREAMING (feat. Miley Cyrus)
Pop Smoke,More Time
Fredo,14 (feat. Potter Payper)
Pop Smoke,Genius (feat. Lil Tjay & Swae Lee)
Paul Woolford,HEAT
Kanye West,Jesus Lord pt 2
Imagine Dragons,Wrecked
Bas,The Jackie (with J. Cole & Lil Tjay)
Shawn Mendes,Summer of Love (Shawn Mendes & Tainy)
Machine Gun Kelly,papercuts
JAY1,SWERVE
Lorde,Stoned at the Nail Salon
Fredo,Double Tap (feat. Sus)
Doja Cat,Love To Dream
Big Red Machine,Renegade (feat. Taylor Swift)
Doja Cat,Options (feat. JID)
Of Monsters and Men,Little Talks
Joyner Lucas,Your Heart
Dream,Change My Clothes
Potter Payper,Catch Up
Idi Akz,Two Years Clear
Capella Grey,GYALIS
Lil Nas X,VOID
PinkPantheress,Just a waste
The Jam,Town Called Malice
Steel Banglez,Blama (feat. Tion Wayne & Morrisson)
Patrick Watson,Je te laisserai des mots
Adele,Easy On Me
Sam Fender,Seventeen Going Under
"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix
"The Pogues, Kirsty MacColl",Fairytale of New York (feat. Kirsty MacColl)
ArrDee,Flowers (Say My Name)
"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber)
"SwitchOTR, A1 x J1",Coming for You (feat. A1 x J1)
Ed Sheeran,Overpass Graffiti
GAYLE,abcdefu
"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow)
"John Lennon, Yoko Ono",Happy Xmas (War Is Over) - Remastered 2010
"D-Block Europe, Central Cee",Overseas
Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)
Adele,Oh My God
"ACRAZE, Cherish",Do It To It
"Ed Sheeran, Elton John",Merry Christmas
Adele,Love In The Dark
Adele,I Drink Wine
"THE ANXIETY, WILLOW, Tyler Cole",Meet Me At Our Spot
"Becky Hill, Topic",My Heart Goes (La Di Da) (feat. Topic)
"Bruno Mars, Anderson .Paak, Silk Sonic",Smokin Out The Window
"Dave, Stormzy",Clash (feat. Stormzy)
"Joel Corry, Jax Jones, Charli XCX, Saweetie",OUT OUT (feat. Charli XCX & Saweetie)
"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",White Christmas
"Frank Sinatra, B. Swanson Quartet",Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)
"Coldplay, BTS",My Universe
"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends
"Joel Corry, Mabel",I Wish (feat. Mabel)
"Post Malone, The Weeknd",One Right Now (with The Weeknd)
"D-Block Europe, AJ Tracey",Make You Smile
Adele,My Little Love
"Doja Cat, SZA",Kiss Me More (feat. SZA)
Sam Fender,Spit Of You
Adele,Can I Get It
"Digga D, ArrDee",Wasted
"Drake, Lil Baby",Girls Want Girls (with Lil Baby)
"Lost Frequencies, Calum Scott",Where Are You Now
"NEIKED, Mae Muller, Polo G",Better Days (NEIKED x Mae Muller x Polo G)
"Becky Hill, David Guetta",Remember (and David Guetta)
LISA,MONEY
Adele,Chasing Pavements
The Walters,I Love You So
"Drake, Travis Scott",Fair Trade (with Travis Scott)
"Swedish House Mafia, The Weeknd",Moth To A Flame (with The Weeknd)
"Da Beatfreakz, Russ Millions, RAYE, wewantwraiths","Money Calling (feat. RAYE, Russ Millions & wewantwraiths)"
BoyWithUke,Toxic
D-Block Europe,No Competition
"Amaarae, Kali Uchis, Moliy",SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)
"Galantis, David Guetta, Little Mix",Heartbreak Anthem (with David Guetta & Little Mix)
"Joel Corry, MNEK",Head & Heart (feat. MNEK)
"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)
"Dua Lipa, DaBaby",Levitating (feat. DaBaby)
"Clean Bandit, Topic, Wes Nelson",Drive (feat. Wes Nelson)
"Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
Digga D,Red Light Green Light
"Dave, Burna Boy",Location (feat. Burna Boy)
"D-Block Europe, RAYE",Ferrari Horses
Adele,To Be Loved
Adele,Cry Your Heart Out
"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse
Adele,Hold On
SZA,I Hate U
"Brett Eldredge, Meghan Trainor","Baby, It's Cold Outside (feat. Meghan Trainor)"
Jesy Nelson,Boyz (feat. Nicki Minaj)
Queen,Thank God It's Christmas - 2011 Remaster
"Gesaffelstein, The Weeknd",Lost in the Fire (feat. The Weeknd)
Adele,Strangers By Nature
"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix)
Adele,All Night Parking (with Erroll Garner) Interlude
Ed Sheeran,2step
"Idina Menzel, Michael Bublé",Baby It's Cold Outside (duet with Michael Bublé)
Adele,All I Ask
Taylor Swift,Enchanted
Adele,Love Is A Game
Knucks,Los Pollos Hermanos
Benson Boone,GHOST TOWN
Russ Millions,6:30
"Eartha Kitt, Henri Rene & His Orchestra",Santa Baby (with Henri René & His Orchestra)
Adele,Woman Like Me
Taylor Swift,All Too Well (Taylor's Version)
"FelixThe1st, Dreya Mac, Finch Fetti",Own Brand Freestyle
"Drake, Future, Young Thug",Way 2 Sexy (with Future & Young Thug)
Ed Sheeran,First Times
Swedish House Mafia,Moth To A Flame (with The Weeknd)
Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage"
"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open
Ed Sheeran,Tides
Taylor Swift,Red (Taylor's Version)
Vundabar,Alien Blues
"Michael Bublé, The Puppini Sisters",Jingle Bells (feat. The Puppini Sisters)
Juice WRLD,Already Dead
Ed Sheeran,Collide
"Anne-Marie, Little Mix",Kiss My (Uh Oh)
"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit
Lost Frequencies,Where Are You Now
"Taylor Swift, Phoebe Bridgers",Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault)
Jaymes Young,Infinity
Oasis,Don't Look Back In Anger - Remastered
"MEDUZA, Hozier",Tell It To My Heart
"Summer Walker, SZA",No Love (with SZA)
Emmy Meli,I AM WOMAN
"D-Block Europe, Lil Pino",Kevin McCallister
"Tiësto, Ava Max",The Motto
Coldplay,Let Somebody Go
"Mariah Carey, Ariana Grande, Jennifer Hudson",Oh Santa! (feat. Ariana Grande & Jennifer Hudson)
"Gwen Stefani, Blake Shelton",You Make It Feel Like Christmas (feat. Blake Shelton)
"Kelly Clarkson, Ariana Grande","Santa, Can’t You Hear Me"
Ed Sheeran,The Joker And The Queen
Adele,Rumour Has It
Ed Sheeran,Leave Your Life
Rockwell,Somebody's Watching Me
"Shouse, David Guetta",Love Tonight - David Guetta Remix Edit
Ed Sheeran,Stop The Rain
"Doja Cat, The Weeknd",You Right
D-Block Europe,Funny Bunny Nails
"Michael Bublé, Shania Twain",White Christmas (with Shania Twain)
Taylor Swift,I Knew You Were Trouble (Taylor's Version)
Ed Sheeran,Love In Slow Motion
Griff,One Night
Travis Scott,ESCAPE PLAN
NEIKED,Better Days (NEIKED x Mae Muller x Polo G)
Taylor Swift,State Of Grace (Taylor's Version)
Tate McRae,feel like shit
"Rain Radio, DJ Craig Gorman",Talk About
Adele,Skyfall
Taylor Swift,22 (Taylor's Version)
"Juice WRLD, Justin Bieber",Wandered To LA (with Justin Bieber)
"Taylor Swift, Ed Sheeran",Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault)
"Tion Wayne, ArrDee",Wid It
"WizKid, Tems",Essence (feat. Tems)
Ed Sheeran,Sandman
Fireboy DML,Peru
Juice WRLD,Burn
"Taylor Swift, Chris Stapleton",I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)
Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault)
"Lil Tjay, 6LACK",Calling My Phone
"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon)
"LadBaby, Ed Sheeran, Elton John",Sausage Rolls for Everyone
Realestk,WFM
Ed Sheeran,Be Right Now
SwitchOTR,Coming for You (feat. A1 x J1)
"Mykola Dmytrovych Leontovych, John Williams",Carol of the Bells
Polo G,Bad Man (Smooth Criminal)
"Fireboy DML, Ed Sheeran",Peru
Adele,Turning Tables
Amy Grant,White Christmas
SALES,Pope Is a Rockstar
"Blxst, Tyga, Ty Dolla $ign",Chosen (feat. Ty Dolla $ign)
Måneskin,MAMMAMIA
"David Guetta, MistaJam, John Newman",If You Really Love Me (How Will I Know)
Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version)
"CKay, DJ Yo, AX'EL",love nwantiti (feat. Dj Yo! & AX'EL) - Remix
"Taylor Swift, Bon Iver",exile (feat. Bon Iver)
Taylor Swift,Treacherous (Taylor's Version)
"Dolly Parton, Michael Bublé","Cuddle Up, Cozy Down Christmas"
"Kelly Clarkson, Brett Eldredge",Under The Mistletoe - Bonus Track
GAYLE,abcdefu - angrier
Craig David,Who You Are
"Drake, 21 Savage, Project Pat",Knife Talk (with 21 Savage ft. Project Pat)
"Riton, Nightcrawlers, Mufasa, Hypeman, Dopamine",Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit
"Joel Corry, RAYE, David Guetta",BED
"Lady Gaga, Bradley Cooper",Shallow
Taylor Swift,I Almost Do (Taylor's Version)
"24kGoldn, iann dior",Mood (feat. iann dior)
"Taylor Swift, Ed Sheeran",Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version)
"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",We Don't Talk About Bruno
Taylor Swift,The Very First Night (Taylor's Version) (From The Vault)
Joel Corry,I Wish (feat. Mabel)
"Taylor Swift, Gary Lightbody",The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version)
Taylor Swift,Better Man (Taylor's Version) (From The Vault)
Taylor Swift,Stay Stay Stay (Taylor's Version)
Taylor Swift,Babe (Taylor's Version) (From The Vault)
Taylor Swift,Holy Ground (Taylor's Version)
Travis Scott,MAFIA
"Bruno Mars, Anderson .Paak, Silk Sonic",Fly As Me
"D-Block Europe, Offset",Chrome Hearts
Taylor Swift,Forever Winter (Taylor's Version) (From The Vault)
Taylor Swift,Begin Again (Taylor's Version)
"D-Block Europe, Wretch 32",Don't Go
Taylor Swift,Come Back...Be Here (Taylor's Version)
"Juice WRLD, SUGA, BTS",Girl Of My Dreams (with SUGA of BTS)
Taylor Swift,The Lucky One (Taylor's Version)
D-Block Europe,Blood Diamonds
MEDUZA,Tell It To My Heart
Juice WRLD,Rockstar In His Prime
"Bruno Mars, Anderson .Paak, Silk Sonic",Skate
D-Block Europe,Crypto's & Crime
Taylor Swift,Starlight (Taylor's Version)
"Bruno Mars, Anderson .Paak, Silk Sonic, Thundercat, Bootsy Collins",After Last Night (with Thundercat & Bootsy Collins)
Taylor Swift,Sad Beautiful Tragic (Taylor's Version)
Juice WRLD,You Wouldn't Understand
"Juice WRLD, Polo G, Trippie Redd",Feline (with Polo G & Trippie Redd)
"Summer Walker, JT, City Girls",Ex For A Reason (with JT from City Girls)
"D-Block Europe, Young Adz",Money Can't Buy Heart
Taylor Swift,The Moment I Knew (Taylor's Version)
Juice WRLD,Doom
"Central Cee, GRM Daily",Daily Duppy (feat. GRM Daily)
Little Mix,No
Taylor Swift,Girl At Home (Taylor's Version)
Juice WRLD,Not Enough
Lovejoy,Perfume
Lovejoy,"Oh Yeah, You Gonna Cry?"
"Bruno Mars, Anderson .Paak, Silk Sonic",Put On A Smile
"Bruno Mars, Anderson .Paak, Silk Sonic",Blast Off
Lovejoy,The Fall
Da Beatfreakz,"Money Calling (feat. RAYE, Russ Millions & wewantwraiths)"
D-Block Europe,Love Is Blind
Jessica Darrow,Surface Pressure
Summer Walker,Throw It Away
Crawlers,Come Over (Again)
ACRAZE,Do It To It
"D-Block Europe, Jordan Morris, Tiny Boost",Miskeen
"Summer Walker, Cardi B",Bitter - Narration By Cardi B
Young Thug,Bubbly (with Drake & Travis Scott)
Lovejoy,Concrete
Juice WRLD,Go Hard
Lovejoy,Model Buses
"Bruno Mars, Anderson .Paak, Silk Sonic",777
Summer Walker,Reciprocate
Little Mix,Between Us
Sam Fender,Get You Down
Taylor Swift,State Of Grace (Acoustic Version) (Taylor's Version)
D-Block Europe,Desire
"D-Block Europe, Tion Wayne",Be Polite
Lovejoy,It's All Futile! It's All Pointless!
Mimi Webb,Halfway
"Summer Walker, Lil Durk",Toxic (with Lil Durk)
Sam Fender,Long Way Off
"Summer Walker, Ari Lennox",Unloyal (with Ari Lennox)
Taylor Swift,Ronan (Taylor's Version)
Avril Lavigne,Bite Me
Adele,Hometown Glory
"Jesy Nelson, Nicki Minaj",Boyz (feat. Nicki Minaj)
Abra Cadabra,Double Tap
Michael Bublé,Blue Christmas
"D-Block Europe, Lil Pino",Black Sheep
Sadie Jean,WYD Now?
D-Block Europe,Patek Pain
Amaarae,Sad Girlz Luv Money Remix (feat. Kali Uchis)
"D-Block Europe, M Huncho",Mood
"Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez","30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)"
Sam Fender,Getting Started
"Fumez The Engineer, Skepta",Skepta x Fumez The Engineer - Plugged In
Summer Walker,You Don’t Know Me
Summer Walker,Insane
D-Block Europe,Pay Attention
JBee,4am
"Bruno Mars, Anderson .Paak, Silk Sonic",Silk Sonic Intro
Stevie Wonder,Someday At Christmas
Summer Walker,Constant Bullshit
"D-Block Europe, Aitch",UFO
Lovejoy,You'll Understand When You're Older
Lil Tjay,Not In The Mood (feat. Fivio Foreign & Kay Flock)
"Kylie Minogue, Frank Sinatra",Santa Claus Is Coming to Town (feat. Frank Sinatra)
Michael Bublé,The Christmas Sweater
Juice WRLD,From My Window
GAYLE,abcdefu (angrier)
Sam Fender,Aye
Little Mix,Cut You Off
Juice WRLD,Relocate
Meekz,More Money
Bugzy Malone,War Mode
The Drifters,White Christmas
Judy Garland,Have Yourself A Merry Little Christmas
Christina Aguilera,This Christmas
The Rare Occasions,Notion
Michael Bublé,Let It Snow! - 10th Anniversary
M Huncho,Hiatus - Freestyle
"Craig David, MNEK",Who You Are
Brett Eldredge,A Holly Jolly Christmas
D-Block Europe,Squid Game
Summer Walker,Circus
"Bobby ""Boris"" Pickett",Monster Mash
"J. Cole, Cults, Amber Coffman",She Knows (feat. Amber Coffman & Cults)
D-Block Europe,ESTA Denied
Summer Walker,Closure
Summer Walker,4th Baby Mama
Nelly Furtado,Maneater
Stevie Wonder,Superstition
Adele,Remedy
Headie One,Cry
Summer Walker,Switch A Nigga Out
Lana Del Rey,Dealer
"Bru-C, Bou",Streetside
"Billie Eilish, Khalid",lovely (with Khalid)
Yung Filly,100 Bags Freestyle
PinkPantheress,Break it off - Bonus
Mahalia,Roadside (feat. AJ Tracey)
Lauren Spencer-Smith,Fingers Crossed
"Stephanie Beatriz, Olga Merediz, Encanto - Cast",The Family Madrigal
"Belters Only, Jazzy",Make Me Feel Good
The Weeknd,Sacrifice
"Luude, Colin Hay",Down Under (feat. Colin Hay)
Frank Ocean,Lost
Jessica Darrow,"Surface Pressure - From ""Encanto""/Soundtrack Version"
"Diane Guerrero, Stephanie Beatriz",What Else Can I Do?
HAZEY,Packs and Potions
"Digga D, Still Brickin'",Pump 101
Central Cee,Retail Therapy
Stephanie Beatriz,Waiting On A Miracle
The Neighbourhood,Softcore
Edison Lighthouse,Love Grows (Where My Rosemary Goes)
"Gunna, Future, Young Thug",pushin P (feat. Young Thug)
Nemzzz,Elevate
Ruth B.,Dandelions
"Drake, WizKid, Kyla",One Dance
"Eminem, Dido",Stan
Paloma Faith,Only Love Can Hurt Like This
Sebastian Yatra,Dos Oruguitas
"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma, Encanto - Cast",All Of You
Koomz,Pretty One
Muni Long,Hrs and Hrs
The Weeknd,Is There Someone Else?
"Dave, AJ Tracey",Thiago Silva
Chase Atlantic,Swim
"The Game, Kanye West",Eazy
The Weeknd,Gasoline
The Weeknd,Out of Time
"Labrinth, Zendaya",All For Us - from the HBO Original Series Euphoria
"Wilkinson, Becky Hill",Afterglow
Cat Burns,Go
"Wilkinson, Issey Cross",Used to This
"ArrDee, Aitch",War
The Weeknd,How Do I Make You Love Me?
Private Zero,Someone Else
"Years & Years, Galantis",Sweet Talker
Central Cee,Cold Shoulder
David Kushner,Miserable Man
"JAY-Z, Kanye West",Ni**as In Paris
"Eminem, Nate Dogg",'Till I Collapse
"Nelly Furtado, Timbaland",Promiscuous
Charlie Puth,Light Switch
"AJet2F, DC3, Hzino, Nerdz, BL@CKBOX, Various Artists",Lone Ranger
Labrinth,Formula
The Weeknd,Less Than Zero
The Weeknd,Best Friends
Bad Boy Chiller Crew,BMW
"The Weeknd, Tyler, The Creator","Here We Go… Again (feat. Tyler, the Creator)"
"Charli XCX, Rina Sawayama",Beg For You (feat. Rina Sawayama)
Elley Duhé,MIDDLE OF THE NIGHT
"Bad Boy Chiller Crew, S Dog",450
Em Beihold,Numb Little Bug
"Jnr Choi, Sam Tompkins",TO THE MOON
"Maroon 5, Wiz Khalifa",Payphone
Shawn Mendes,It'll Be Okay
"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton)
Yung Lean,Ginseng Strip 2002
George Ezra,Anyone For You
Meat Loaf,Bat Out of Hell
"D.O.D, Carla Monroe",Still Sleepless
Tate McRae,she's all i wanna be
Juice WRLD,Cigarettes
The Weeknd,Dawn FM
Liam Gallagher,Everything's Electric
"The Weeknd, Lil Wayne",I Heard You’re Married (feat. Lil Wayne)
The Weeknd,Starry Eyes
Meat Loaf,Paradise By the Dashboard Light
Meat Loaf,I'd Do Anything For Love (But I Won't Do That) - Single Edit
The Weeknd,Don’t Break My Heart
The Weeknd,A Tale By Quincy
Meat Loaf,Two Out of Three Ain't Bad
"HAZEY, M1llionz, Unknown T, Digga D","Packs and Potions (feat. M1llionz, Digga D & Unknown T) - Remix"
"Nicki Minaj, Lil Baby",Do We Have A Problem?
Red Hot Chili Peppers,Black Summer
The Weeknd,Every Angel is Terrifying
Meat Loaf,You Took The Words Right Out of My Mouth (Hot Summer Night)
"Machine Gun Kelly, WILLOW",emo girl (feat. WILLOW)
"Gunna, Lil Baby",25k jacket (feat. Lil Baby)
Gunna,alotta cake
"Jax Jones, MNEK",Where Did You Go? (feat. MNEK)
Gunna,private island
The Weeknd,Phantom Regret by Jim
"Gunna, Young Thug",mop (feat. Young Thug)
"Gunna, 21 Savage",thought i was playing
"Gunna, Kodak Black",how you did that (feat. Kodak Black)
Gunna,poochie gown
Lana Del Rey,Watercolor Eyes - From “Euphoria” An HBO Original Series
Gunna,livin wild
"Gunna, Future",too easy
Muse,Won’t Stand Down
"Gunna, Drake",P power (feat. Drake)
Chris Brown,Iffy
Labrinth,Forever
Mumford & Sons,Little Lion Man
Black Eyed Peas,I Gotta Feeling
Gunna,south to west
"Silky, TeeDee",Mad At Me (with TeeDee)
"Gunna, Chlöe",you & me
"Estelle, Kanye West",American Boy
Britney Spears,Toxic
"Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver & NAV)"
